QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	Label
Q21	how are cholera and typhus transmitted and prevented	D21	Cholera	D21-7	Worldwide, it affects 3–5 million people and causes 100,000–130,000 deaths a year .	0
Q21	how are cholera and typhus transmitted and prevented	D21	Cholera	D21-8	Cholera was one of the earliest infections to be studied by epidemiological methods.	0
Q26	how did anne frank die	D26	Anne Frank	D26-0	Annelies "Anne" Marie Frank (, ?, ; 12 June 1929early March 1945) is one of the most discussed Jewish victims of the Holocaust .	0
Q26	how did anne frank die	D26	Anne Frank	D26-1	Her diary has been the basis for several plays and films.	0
Q26	how did anne frank die	D26	Anne Frank	D26-2	Born in the city of Frankfurt am Main in Weimar Germany , she lived most of her life in or near Amsterdam , in the Netherlands.	0
Q26	how did anne frank die	D26	Anne Frank	D26-3	Born a German national, Frank lost her citizenship in 1941.	0
Q26	how did anne frank die	D26	Anne Frank	D26-4	She gained international fame posthumously after her diary was published.	0
Q26	how did anne frank die	D26	Anne Frank	D26-5	It documents her experiences hiding during the German occupation of the Netherlands in World War II .	0
Q26	how did anne frank die	D26	Anne Frank	D26-6	The Frank family moved from Germany to Amsterdam in 1933, the year the Nazis gained control over Germany.	0
Q26	how did anne frank die	D26	Anne Frank	D26-7	By the beginning of 1940, they were trapped in Amsterdam by the Nazi occupation of the Netherlands.	0
Q26	how did anne frank die	D26	Anne Frank	D26-8	As persecutions of the Jewish population increased in July 1942, the family went into hiding in the hidden rooms of Anne's father, Otto Frank 's, office building.	0
Q26	how did anne frank die	D26	Anne Frank	D26-9	After two years, the group was betrayed and transported to concentration camps .	0
Q26	how did anne frank die	D26	Anne Frank	D26-10	Anne Frank and her sister, Margot , were eventually transferred to the Bergen-Belsen concentration camp , where they died of typhus in March 1945.	1
Q26	how did anne frank die	D26	Anne Frank	D26-11	Otto Frank, the only survivor of the family, returned to Amsterdam after the war to find that Anne's diary had been saved, and his efforts led to its publication in 1947.	0
Q26	how did anne frank die	D26	Anne Frank	D26-12	It was translated from its original Dutch and first published in English in 1952 as The Diary of a Young Girl .	0
Q26	how did anne frank die	D26	Anne Frank	D26-13	It has since been translated into many languages.	0
Q26	how did anne frank die	D26	Anne Frank	D26-14	The diary, which was given to Anne on her 13th birthday, chronicles her life from 12 June 1942 until 1 August 1944.	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-0	Radial engine timing and cam mechanism.	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-1	Click for full resolution animation.	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-2	Radial engine of a biplane	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-3	Master rod (upright), slaves and balances from a two-row, fourteen-cylinder Pratt & Whitney Twin Wasp	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-4	The radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel.	1
Q28	how are aircraft radial engines built	D28	Radial engine	D28-5	It resembles a stylized star when viewed from the front, and is called a "star engine" ( German Sternmotor) in some languages.	0
Q28	how are aircraft radial engines built	D28	Radial engine	D28-6	The radial configuration was very commonly used in aircraft engines before turbine engines became predominant.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-0	Deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet.	1
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-1	By this definition, there are approximately 600 deepwater wells in the Gulf of Mexico.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-2	It has been economically infeasible for many years, but with rising oil prices, more companies are investing in this area.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-3	Major companies working in this sector include Diamond Offshore , TransOcean , and Baker Hughes .	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-4	There are basically two kinds of mobile deepwater drilling rigs: semi-submersible drilling rigs and drillships .	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-5	Drilling can also be performed from a fixed-position installation such as a floating spar (platform) or tension-leg platform.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-6	Recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach $145bn in 2011.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-7	“Not all oil is accessible on land or in shallow water.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-8	You can find some oil deposits buried deep under the ocean floor.” ...Using sonic equipment, oil companies determine the drilling sites most likely to produce oil.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-9	Then they use a mobile offshore drilling unit (MODU) to dig the initial well.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-10	Some units are converted into production rigs, meaning they switch from drilling for oil to capturing oil once it's found.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-11	Most of the time, the oil company will replace the MODU with a more permanent oil production rig to capture oil.” ...The MODU's job is to drill down into the ocean's floor to find oil deposits.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-12	The part of the drill that extends below the deck and through the water is called the riser.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-13	The riser allows for drilling fluids to move between the floor and the rig.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-14	Engineers lower a drill string -- a series of pipes designed to drill down to the oil deposit -- through the riser.”	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-15	“The expansion of deepwater drilling is happening despite accidents in offshore fields...”	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-16	In 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the Gulf of Mexico while a BP oil rig was drilling in deep waters.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-17	“...Despite the risks, the deepwater drilling trend is spreading in the Mediterranean and off the coast of East Africa after a string of huge discoveries of natural gas.”	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-18	“The reason for the resumption of such drilling, analyst say, is continuing high demand for energy worldwide.”	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-19	America needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for Americans to continue to carry on their everyday lives.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-20	“The Energy Department recently projected that gulf oil production would expand from its 2011 level of 1.3 million barrels a day, still nearly a quarter of total domestic production, to 2 million barrels a day by 2020.”	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-21	Deepwater drilling affects the environment in both negative and positive ways.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-22	Although Deepwater drilling rarely causes oil spills it is still a hazardous possible outcome.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-23	Oil spills result in oil sinking to the bottom of the ocean smothering plant life leaving fish without food and shelter to survive.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-24	On the other hand deepwater drilling effects the environment in a positive ways too.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-25	In time once the deepwater oil well is not in use anymore plants will grow on and around the well making a cave or cavern like shelter ideal for animals to thrive in.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-26	Deepwater drilling also lets us see the depths of the ocean floor that are hardly ever seen.	0
Q30	how deep can be drill for deep underwater	D30	Deepwater drilling	D30-27	”Cameras on rovers at the bottom of the wells record footage and take photos of rare fish that are in there natural habitat, giving scientist a look at animals they rarely seen”(Chevron Corporation)."	0
Q31	how old was monica lewinsky during the affair	D31	Monica Lewinsky	D31-0	Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom United States President Bill Clinton admitted to having had an "improper relationship" while she worked at the White House in 1995 and 1996.	1
Q31	how old was monica lewinsky during the affair	D31	Monica Lewinsky	D31-1	The affair and its repercussions (which included Clinton's impeachment ) became known as the Lewinsky scandal .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-0	Francis Albert "Frank" Sinatra, , (December 12, 1915 – May 14, 1998) was an American singer and film actor.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-1	Beginning his musical career in the swing era with Harry James and Tommy Dorsey , Sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to Columbia Records in 1943.	1
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-2	Being the idol of the " bobby soxers ", he released his first album, The Voice of Frank Sinatra in 1946.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-3	His professional career had stalled by the 1950s, but it was reborn in 1953 after he won the Academy Award for Best Supporting Actor for his performance in From Here to Eternity .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-4	He signed with Capitol Records in 1953 and released several critically lauded albums (such as In the Wee Small Hours , Songs for Swingin' Lovers! , Come Fly with Me , Only the Lonely and Nice 'n' Easy ).	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-5	Sinatra left Capitol to found his own record label, Reprise Records in 1961 (finding success with albums such as Ring-a-Ding-Ding! , Sinatra at the Sands and Francis Albert Sinatra & Antonio Carlos Jobim ), toured internationally, was a founding member of the Rat Pack and fraternized with celebrities and statesmen, including John F. Kennedy .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-6	Sinatra turned 50 in 1965, recorded the retrospective September of My Years , starred in the Emmy -winning television special Frank Sinatra: A Man and His Music , and scored hits with " Strangers in the Night " and " My Way ".	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-7	With sales of his music dwindling and after appearing in several poorly received films, Sinatra retired for the first time in 1971.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-8	Two years later, however, he came out of retirement and in 1973 recorded several albums, scoring a Top 40 hit with " (Theme From) New York, New York " in 1980.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-9	Using his Las Vegas shows as a home base, he toured both within the United States and internationally, until a short time before his death in 1998.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-10	Sinatra also forged a highly successful career as a film actor.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-11	After winning Best Supporting Actor in 1953, he also garnered a nomination for Best Actor for The Man with the Golden Arm , and critical acclaim for his performance in The Manchurian Candidate .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-12	He also starred in such musicals as High Society , Pal Joey , Guys and Dolls and On the Town .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-13	Sinatra was honored at the Kennedy Center Honors in 1983 and was awarded the Presidential Medal of Freedom by Ronald Reagan in 1985 and the Congressional Gold Medal in 1997.	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-14	He was the recipient of eleven Grammy Awards , including the Grammy Trustees Award , Grammy Legend Award and the Grammy Lifetime Achievement Award .	0
Q32	how long was frank sinatra famous	D32	Frank Sinatra	D32-15	Sinatra is also one of world’s best-selling artists of all time , having sold more than 150 million copies worldwide.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-0	Joanne "Jo" Rowling (), (born 31 July 1965), pen name J. K. Rowling, is a British novelist, best known as the author of the Harry Potter fantasy series.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-1	The Potter books have gained worldwide attention, won multiple awards, and sold more than 400 million copies.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-2	They have become the best-selling book series in history , and been the basis for a series of films which has become the highest-grossing film series in history .	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-3	Rowling had overall approval on the scripts as well as maintaining creative control by serving as a producer on the final instalment.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-4	Born in Yate , Gloucestershire , Rowling was working as a researcher and bilingual secretary for Amnesty International when she conceived the idea for the Harry Potter series on a delayed train from Manchester to London in 1990.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-5	The seven-year period that followed entailed the death of her mother, divorce from her first husband and poverty until Rowling finished the first novel in the series, Harry Potter and the Philosopher's Stone (1997).	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-6	Rowling subsequently published 6 sequels—the last, Harry Potter and the Deathly Hallows (2007)—as well as 3 supplements to the series.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-7	In 2012, Rowling parted with her agency and resumed writing in the form of a tragicomedy novel aimed at adult readership, entitled The Casual Vacancy .	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-8	Rowling has said she is currently working on two books—one aimed for adults, the other for children younger than the Harry Potter audience, and she expects the latter to be published first.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-9	Rowling has led a " rags to riches " life story, in which she progressed from living on state benefits to multi-millionaire status within five years.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-10	She is the United Kingdom's best-selling author since records began, with sales in excess of £238m.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-11	The 2008 Sunday Times Rich List estimated Rowling's fortune at £560 million ($798 million), ranking her as the twelfth richest woman in the United Kingdom.	1
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-12	Forbes ranked Rowling as the forty-eighth most powerful celebrity of 2007, and TIME magazine named her as a runner-up for its 2007 Person of the Year , noting the social, moral, and political inspiration she has given her fans .	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-13	In October 2010, Rowling was named the "Most Influential Woman in Britain" by leading magazine editors.	0
Q42	how much is jk rowling worth	D42	J. K. Rowling	D42-14	She has become a notable philanthropist, supporting such charities as Comic Relief , One Parent Families , Multiple Sclerosis Society of Great Britain and Lumos (formerly the Children's High Level Group).	0
Q43	how big is auburndale florida	D43	Auburndale, Florida	D43-0	Auburndale is a city in Polk County, Florida , United States .	0
Q43	how big is auburndale florida	D43	Auburndale, Florida	D43-1	The population was 11,032 at the 2000 census.	0
Q43	how big is auburndale florida	D43	Auburndale, Florida	D43-2	According to the U.S Census estimates of 2005, the city had a population of 12,381.	1
Q43	how big is auburndale florida	D43	Auburndale, Florida	D43-3	It is part of the Lakeland – Winter Haven Metropolitan Statistical Area .	0
Q45	how old is kirk douglas, the actor?	D45	Kirk Douglas	D45-0	Kirk Douglas (born Issur Danielovitch, ; December 9, 1916) is an American stage and film actor, film producer and author.	1
Q45	how old is kirk douglas, the actor?	D45	Kirk Douglas	D45-1	His popular films include Out of the Past (1947), Champion (1949), Ace in the Hole (1951), The Bad and the Beautiful (1952), 20,000 Leagues Under the Sea (1954), Lust for Life (1956), Paths of Glory (1957), Gunfight at the O.K. Corral (1957), The Vikings (1958), Spartacus (1960), Lonely Are the Brave (1962), Seven Days in May (1964), The Heroes of Telemark (1965) and Tough Guys (1986).	0
Q45	how old is kirk douglas, the actor?	D45	Kirk Douglas	D45-2	He is No.17 on the American Film Institute 's list of the greatest male American screen legends of all time , making him the highest-ranked living person on the list.	0
Q45	how old is kirk douglas, the actor?	D45	Kirk Douglas	D45-3	In 1996, he received the Academy Honorary Award "for 50 years as a creative and moral force in the motion picture community."	0
Q45	how old is kirk douglas, the actor?	D45	Kirk Douglas	D45-4	He is one of the last surviving actors from Hollywood's "golden age" .	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-0	Robert Clark "Bob" Seger (born May 6, 1945) is an American rock and roll singer-songwriter , guitarist and pianist .	1
Q46	how old is the singer bob seger	D46	Bob Seger	D46-1	As a locally successful Detroit-area artist, he performed and recorded as Bob Seger and the Last Heard and Bob Seger System throughout the 1960s.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-2	By the early 1970s, he had dropped the "System" from his recordings and continued to strive for broader success with other various bands.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-3	In 1973, he put together The Silver Bullet Band, a group of Detroit-area musicians, with whom he became most successful on the national level with the album Live Bullet , recorded live with the Silver Bullet Band in 1975 at Cobo Hall in Detroit, Michigan.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-4	In 1976, he achieved a national breakout with the studio album Night Moves .	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-5	On his studio albums, he also worked extensively with the Alabama-based Muscle Shoals Rhythm Section , which appeared on several of Seger's best-selling singles and albums.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-6	A roots rocker with a classic raspy, shouting voice, Seger wrote and recorded songs that dealt with love, women, blue-collar themes and was an exemplar of heartland rock .	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-7	Seger has recorded many hits, including " Night Moves ," " Turn the Page ," " We've Got Tonight ," " Against the Wind ," and Shakedown that was written for Beverly Hills Cop II and " Like a Rock ," and also co-wrote the Eagles ' number-one hit " Heartache Tonight ."	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-8	His iconic recording of " Old Time Rock and Roll " was named one of the Songs of the Century in 2001.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-9	With a career spanning five decades, Seger continues to perform and record today.	0
Q46	how old is the singer bob seger	D46	Bob Seger	D46-10	Seger was inducted into the Rock and Roll Hall of Fame in 2004 and the Songwriters Hall of Fame in 2012.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-0	Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.	1
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-1	Nixon had previously served as a Republican U.S. representative and senator from California and as the 36th Vice President of the United States from 1953 to 1961.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-2	Nixon was born in Yorba Linda , California.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-3	He graduated from Whittier College in 1934 and Duke University School of Law in 1937, returning to California to practice law.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-4	He and his wife, Pat Nixon , moved to Washington to work for the federal government in 1942.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-5	He subsequently served in the United States Navy during World War II .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-6	Nixon was elected in California to the House of Representatives in 1946 and to the Senate in 1950 .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-7	His pursuit of the Alger Hiss case established his reputation as a leading anti-communist , and elevated him to national prominence.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-8	He was the running mate of Dwight D. Eisenhower , the Republican Party presidential nominee in the 1952 election .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-9	Nixon served for eight years as vice president.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-10	He waged an unsuccessful presidential campaign in 1960 , narrowly losing to John F. Kennedy , and lost a race for Governor of California in 1962 .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-11	In 1968, he ran again for the presidency and was elected .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-12	Although Nixon initially escalated America's involvement in the Vietnam War , he subsequently ended U.S. involvement in 1973.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-13	Nixon's visit to the People's Republic of China in 1972 opened diplomatic relations between the two nations, and he initiated détente and the Anti-Ballistic Missile Treaty with the Soviet Union the same year.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-14	Domestically, his administration generally embraced policies that transferred power from Washington to the states.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-15	Among other things, he launched initiatives to fight cancer and illegal drugs , imposed wage and price controls, enforced desegregation of some Southern schools, and established the Environmental Protection Agency .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-16	Though he presided over the lunar landings beginning with Apollo 11 , he scaled back manned space exploration.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-17	He was re-elected by a landslide in 1972.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-18	Nixon's second term saw an Arab oil embargo , the resignation of his vice president, Spiro Agnew , and a continuing series of revelations about the Watergate scandal and other misconduct by members of the administration.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-19	The scandal escalated, costing Nixon much of his political support, and on August 9, 1974, he resigned in the face of almost certain impeachment and removal from office.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-20	After his resignation, he controversially received a pardon issued by his successor, Gerald Ford .	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-21	In retirement, Nixon's work as an elder statesman , authoring several books and undertaking many foreign trips, helped to rehabilitate his public image.	0
Q50	how long was richard nixon a president	D50	Richard Nixon	D50-22	He suffered a debilitating stroke on April 18, 1994, and died four days later at the age of 81.	0
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-0	The World Trade Center is a complex of buildings under construction in Lower Manhattan , New York City , United States , replacing an earlier complex of seven buildings with the same name on the same site.	0
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-1	The original World Trade Center featured landmark twin towers, which opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001, along with 7 World Trade Center.	1
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-2	The other buildings in the complex were damaged in the attacks, and their ruins were eventually demolished.	0
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-3	The site is being rebuilt with five new skyscrapers and a memorial to those killed in the attacks.	0
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-4	, only one skyscraper has been completed; the other four are expected to be completed before 2020.	0
Q75	how old were the twin towers when destroyed	D75	World Trade Center	D75-5	One World Trade Center will be the lead building for the new complex, reaching more than 100 stories at its completion.	0
